0.59148,0.584202,0.794018,0.365898,0.126978,0.41805,0.619374,0
0.60254,0.595204,0.587866,0.79941,0.367764,0.126874,0.420344,0
0.333204,0.612862,0.60587,0.59888,0.800466,0.389136,0.159582,0
0.246036,0.27652,0.609068,0.600754,0.59244,0.832154,0.343028,0
0.438838,0.21679,0.248718,0.59703,0.588322,0.579614,0.830688,0
0.71855,0.45624,0.186888,0.22562,0.64813,0.637568,0.627004,0
0.798672,0.646962,0.43168,0.210616,0.242404,0.589168,0.580498,0
0.867988,0.647526,0.545998,0.401926,0.253984,0.275256,0.507322,0
0.776846,0.758496,0.576592,0.49282,0.373944,0.251876,0.269428,0
0.47819,0.773584,0.752806,0.546844,0.451994,0.317396,0.179184,0
0.56166,0.390908,0.77866,0.751386,0.481028,0.35652,0.179838,0
0.169192,0.563224,0.396828,0.774682,0.748106,0.484648,0.363318,0
0.09647,0.358472,0.591136,0.492884,0.715996,0.700302,0.54474,0
0.160358,0.269976,0.459582,0.627956,0.556854,0.718316,0.706958,0
0.265182,0.243666,0.349806,0.5334,0.696434,0.627586,0.783928,1
0.321498,0.315488,0.290902,0.412192,0.621994,0.8083,0.729626,1
0.324458,0.381048,0.374696,0.348712,0.476902,0.698638,0.895544,0
0.201464,0.402446,0.478494,0.469958,0.435038,0.607308,0.90529,1
0.184316,0.238186,0.51177,0.615288,0.603668,0.556136,0.790636,0
0.434242,0.181988,0.248302,0.585076,0.712504,0.6982,0.639688,0
0.513174,0.453504,0.19042,0.25958,0.610814,0.743712,0.728796,0
0.56365,0.546922,0.480014,0.18501,0.262562,0.656408,0.805432,0
0.632166,0.619056,0.598456,0.516052,0.15273,0.248242,0.733298,0
0.285534,0.710636,0.697232,0.676168,0.591914,0.220428,0.318086,0
0.070952,0.444254,0.665248,0.65828,0.64733,0.603528,0.410408,0
0.095526,0.312616,0.52685,0.653678,0.649678,0.643394,0.618258,0
0.313578,0.16441,0.371286,0.57544,0.6963,0.692488,0.6865,0
0.429912,0.345422,0.185766,0.407186,0.625694,0.75505,0.750972,0
0.394104,0.48552,0.389468,0.20796,0.459686,0.7081,0.855162,0
0.44552,0.441696,0.573596,0.435006,0.173118,0.53632,0.894742,0
0.695182,0.484986,0.479064,0.68334,0.468704,0.063114,0.62561,0
0.662254,0.68393,0.478738,0.472958,0.67237,0.462842,0.066908,0
0.2261,0.705424,0.743874,0.379894,0.369642,0.723368,0.351698,0
0.084748,0.402966,0.66981,0.691216,0.488584,0.482876,0.6798,0
0.11641,0.306296,0.519084,0.69752,0.711834,0.576336,0.57252,0
0.293514,0.19377,0.367884,0.562996,0.72661,0.739734,0.615492,0
0.348792,0.34194,0.244316,0.41473,0.6057,0.765838,0.778684,0
0.26126,0.42856,0.421286,0.317632,0.498572,0.701332,0.87136,0
0.48507,0.231464,0.487858,0.47671,0.317858,0.595152,0.90589,0
0.15627,0.62437,0.301666,0.627918,0.613732,0.411598,0.764446,0
0.11536,0.343648,0.688034,0.450616,0.690642,0.680206,0.531494,0
0.422734,0.13746,0.363356,0.704136,0.469204,0.706718,0.696392,0
