Date,Min,Average,Max,First,Last
25.11.2019 0:00,1.10048,1.10171,1.10314,1.10229,1.10157
26.11.2019 0:00,1.1007,1.10158,1.10266,1.10135,1.10217
27.11.2019 0:00,1.0993,1.1008,1.10245,1.10241,1.10028
28.11.2019 0:00,1.10009,1.10076,1.10175,1.10064,1.10102
29.11.2019 0:00,1.09825,1.10097,1.10263,1.1012,1.10184
30.11.2019 0:00,1.10182,1.10182,1.10184,1.10184,1.10182
01.12.2019 0:00,1.10182,1.10187,1.10269,1.10182,1.10241
02.12.2019 0:00,1.10033,1.10368,1.10886,1.10212,1.10791
03.12.2019 0:00,1.10661,1.10783,1.10923,1.10772,1.10814
04.12.2019 0:00,1.10676,1.10797,1.11128,1.10822,1.10807
05.12.2019 0:00,1.10784,1.10913,1.11078,1.10787,1.11047
06.12.2019 0:00,1.10419,1.10864,1.11099,1.11042,1.106
07.12.2019 0:00,1.10588,1.10588,1.10614,1.106,1.10588
08.12.2019 0:00,1.1055,1.10586,1.106,1.10588,1.1059
09.12.2019 0:00,1.10534,1.10639,1.10779,1.10576,1.10638
10.12.2019 0:00,1.10619,1.10775,1.10976,1.10653,1.10926
11.12.2019 0:00,1.10714,1.1094,1.11447,1.10927,1.11325
12.12.2019 0:00,1.10389,1.11311,1.11738,1.11337,1.11622
13.12.2019 0:00,1.11122,1.11586,1.11916,1.11844,1.11205
14.12.2019 0:00,1.112,1.112,1.11205,1.11205,1.112
15.12.2019 0:00,1.112,1.11204,1.11311,1.112,1.113
16.12.2019 0:00,1.1123,1.11253,1.11309,1.11274,1.11309
17.12.2019 0:00,1.11448,1.11505,1.1157,1.11547,1.11516
18.12.2019 0:00,1.1111,1.11283,1.11511,1.11502,1.11145
19.12.2019 0:00,1.11094,1.11248,1.11421,1.11164,1.11226
20.12.2019 0:00,1.10668,1.11011,1.11334,1.11238,1.108
21.12.2019 0:00,1.1078,1.10799,1.108,1.10781,1.108
22.12.2019 0:00,1.10777,1.10801,1.10833,1.108,1.10809
